Number,Year,Topic,Link PDF,Link Web Page,Title,DOI,Language Page,Authors,Keywords,Summary (in Wix Paragraf row),Copy Banner,Overview/ Gambaran Umum,@
Makalah Kebijakan No. 54,Jan 2023,"Pertanian, Ketahanan Pangan dan Nutrisi, Perdagangan dan Investasi",,cutt.ly/cips-mk54,Hambatan dalam Mewujudkan Konsumsi Pangan yang Lebih Sehat Kasus Kebijakan Perdagangan dan Pertanian,,Bahasa Indonesia,"Aditya Alta, Rachma Auliya, Azizah Nazzala Fauzi
","Stunting, konsumsi pangan bergizim keragaman pangan, pola pangan harapan, pasokan pangan, nasi, beras, karbohidrat, protein, makanan sehat, harga pangan, pemenuhan gizi, Strategi Nasional Percepatan Penurunan Stunting, RAN PASTI, Rencana Aksi Nasional Pangan dan Gizi, RAN PG, kebijakan perdagangan, kebijakan pertanian, izin impor eskpor, proteksionisme, hambatan perdagangan, kebijakan kuota,  ","Perbaikan kualitas konsumsi pangan dan gizi masyarakat telah menjadi prioritas pemerintah Indonesia. Angka balita stunting (pendek) di Indonesia yang mencapai 24% termasuk cukup tinggi dan patut mendapatkan perhatian serius. Keragaman pangan yang dikonsumsi anak- anak penting untuk ditingkatkan demi mengurangi angka dan prevalensi stunting. Sayangnya, skor Pola Pangan Harapan (PPH) dan pasokan pangan mengungkap bahwa konsumsi pangan masyarakat Indonesia sehari-hari pada umumnya sangat didominasi oleh nasi dan kurang mengandung sumber karbohidrat dan protein alternatif lainnya. Mahalnya biaya yang harus dikeluarkan untuk membeli makanan sehat akibat lonjakan harga pangan global membuat pemenuhan gizi semakin sulit dicapai.

Memahami pentingnya pemenuhan gizi bagi modal manusia, pemerintah telah menetapkan target penurunan angka stunting menjadi 14% pada 2024. Serangkaian strategi dan rencana aksi telah dikembangkan untuk mengoordinasikan upaya antar kementerian: Strategi Nasional Percepatan Penurunan Stunting, Rencana Aksi Nasional Percepatan Penurunan Angka Stunting Indonesia (RAN-PASTI) 2021–2024, dan Rencana Aksi Nasional Pangan dan Gizi (RAN-PG) 2020–2024. Berbagai target dan kegiatan dalam dokumen-dokumen tersebut mencerminkan sifat multidimensi dari isu-isu pangan dan gizi yang ada, tetapi mengabaikan dampak kebijakan perdagangan pada keterjangkauan pangan dan bias kebijakan pertanian terhadap sejumlah komoditas pokok, terutama beras.","Memperbaiki keragaman pangan pola makan anak penting untuk mengurangi angka stunting di Indonesia. Sayangnya, CIPS menemukan bahwa kebijakan perdagangan pangan dan pertanian Indonesia menjadi hambata perbakan gizi masyarakat kita.",,
Policy Paper No. 55,February 2023,"Trade and Investment, Enterpreneurship and Economic Opportunities, Food Security and Nutrition",,,The Importance of Trade For MSEs in The Indonesian F&B Sector,,English,"Hasran, Krisna Gupta","cips, cips indonesia, center for indonesian policy studies, food and beverages policy industry in indonesia, trade policy, the importance of trade, f&b sector, RIPIN, Renstra, employement, wages, intermediate goods, export, import, neraca komoditas, the ministry of agriculture, the ministry of indusry, output, import substitution policy, import reduction, food production, palm oil industry, commodity balance, domestic downstream policy, oil and gas industry","In 2019, the food & beverage (F&B) industry made the largest contribution to the nation’s gross domestic product (GDP) and grew by an average of 7.78%, the highest growth among non-oil and gas industries. It is also the only non-oil and gas industry experiencing a trade surplus. In 2019, imports by this industry decreased by an average of 0.1%, while annual export growth averaged 0.7%.

The F&B sector was the largest employer of Indonesian workers outside the oil and gas sector in 2019. While around a third (36%) of workers in large and medium-sized F&B companies are female, they account for more than half of workers (56% in the food industry and 58% in the beverage industry) in micro and small enterprises (MSEs).","Intermediate goods are important for the F&B industry, and importing them increases both productivity and exports, but imports are politically unpopular among ministries governing the F&B sector.

This paper shows how imports of intermediate goods benefit F&B industries in terms of
output and employment. ",,
Makalah Kebijakan No. 55,February 2023,"Peluang Ekonomi dan Kewirausahaan, Perdagangan dan Investasi, Ketahanan Pangan dan Nutrisi",,,Pentingnya Perdagangan bagi UMK di Sektor F&B Indonesia,,Indonesia,"Hasran, Krisna Gupta","cips, cips indonesia, center for indonesian policy studies, rekomendasi kebijakan, kebijakan perdagagan indonesia, manfaat perdagangan, manfaat impor, manfaat perdagangan internasional, sektor mamin, industri F&B, RIPIN, Renstra, gaji, ekspor, impor, nneraca komoditas, kementerian pertanian, kementerian perindustrian, industri non-migas, upah pekerja, usaha kecil dan menengah, jumlah tenaga kerja, ","Pada tahun 2019, industri makanan dan minuman (food and beverage atau F&B) memberi sumbangan terbesar terhadap produk domestik bruto (PDB) Indonesia dan mengalami pertumbuhan secara rerata 7,78%, tertinggi dibandingkan industri non-minyak dan gas (non- migas) lainnya. Industri ini juga menjadi satu satunya industri non-migas yang mencatat surplus perdagangan. Di tahun tersebut, impor oleh industri ini menurun secara rerata 0,1% per tahun, sementara ekspornya meningkat secara rerata 0,7% per tahun.

Sektor F&B menyerap jumlah tenaga kerja terbanyak di antara sektor non-migas lainnya pada tahun 2019. Meski  umlah pekerja perempuan di perusahaan F&B berskala besar dan menengah hanya mencapai sepertiga (36%) dari total jumlah pekerja, mereka membentuk lebih dari separuh pekerja (56% di industri makanan dan 58% di industri minuman) di Usaha Mikro dan Kecil (UMK). Barang setengah jadi sangatlah penting bagi industri F&B, dan impor barang-barang ini akan meningkatkan produktivitas maupun ekspor. Kendati demikian, impor barang setengah jadi masih belum menjadi kebijakan yang populer bagi kementerian-kementerian teknis yang mengatur sektor F&B. Kementerian Pertanian (Kementan) ingin mengurangi impor dengan tujuan meningkatkan kesejahteraan petani. Kementerian Perindustrian (Kemenperin) berencana untuk mengurangi kebergantungan pada impor barang setengah jadi untuk sektor F&B dengan memperkuat industri hulu.","Barang setengah jadi sangatlah penting bagi industri F&B, dan impor barang-barang ini akan
meningkatkan produktivitas maupun ekspor. Kendati demikian, impor barang setengah jadi
masih belum menjadi kebijakan yang populer bagi kementerian-kementerian teknis yang
mengatur sektor F&B.

Makalah ini menunjukkan bagaimana impor barang setengah jadi (input antara) dapat
menguntungkan UMK, khususnya dalam hal output dan ketenagakerjaan.",,
Policy Paper No. 56,March 2023,"Agriculture, Forestry and Land Use",,cutt.ly/cips-pp56,Achieving Indonesian Palm Oil Farm-to-Table Traceability through ISPO-RSPO Harmonization,,English,Samuel Pablo Pareira,"cips, cips indonesia, center for indonesian policy studies, palm oil, sustainable palm oil, indonesian palm oil, rspo, ispo, traceability, Roundtable on Sustainable Palm Oil, samuel pablo pareira, Indonesian Sustainable Palm Oil, supply chain, certification, land ownership, legality, farmers, palm oil producers, sustainablity,","This paper highlights the overlap between private sector and the state in regulating the
sustainability of palm oil industry in Indonesia through the presence of two different certification
schemes: the voluntary, global market-driven Roundtable on Sustainable Palm Oil (RSPO) and
the mandatory, state-driven Indonesian Sustainable Palm Oil (ISPO). Increasing demand from
global consumers for proof of sustainability in the industry requires comprehensive supply chain
traceability. Since product tracing in each certification scheme covers different phases of the long
palm oil supply chains, there is an opportunity to improve traceability and cover the entire supply
chain by harmonizing the certifications to better accommodate both Indonesian regulations and
the global norms that regulate palm oil sustainability. Comprehensive traceability would benefit
all industry stakeholders (government, companies, smallholders, and NGOs) in ensuring the
sustainability of Indonesian palm oil products in the global market.",,,
Makalah Kebijakan No. 56,March 2023,"Pertanian, Kehutanan dan Penggunaan Lahan",,https://cutt.ly/cips-mk56,"Mencapai Keterlacakan Minyak Sawit Indonesia yang Menyeluruh
melalui Harmonisasi ISPO-RSPO",,Indonesia,Samuel Pablo Pareira,"cips, cips indonesia, industri kelapa sawit, kelapa sawit, sertifikasi kelapa sawit, RSPO, Roundtable on Sustainable Palm Oil, ISPO, Indonesian Sustainable Palm Oil, rantai pasok kelapa sawit, legalitas lahan, perkebunan kelapa sawit, petani kelapa sawit, pengadaan lahan, Penyelenggaraan Sertifikasi Perkebunan Kelapa Sawit Berkelanjutan Indonesia, harga kelapa sawit, harga minyak goreng, ekspor migas, produsen minyak sawit,",,,,
Policy Paper No. 57,May 2023,"Digital Economy, Consumer Protection, Digital and Financial Literacy",,cutt.ly/cips-pp57,The Rise of Innovative Credit Scoring System in Indonesia: Assessing Risks and Policy Challenges,,English,Dr. Trissia Wijaya,"cips, center for indonesian policy studies, innovative credit scoring, ics, personal data, creditworthiness, business innovation, non-traditional lenders, borrowers, repay loans, non-traditional data, unbanked household, data privacy, artificial intelligence, machine learning, Indonesian Financial Services Authority, co-regulatory, regulatory sandbox, AFTECH, personal data protection law, Commission for the Supervision of Business Competition, digital consumer","Strategies to monetize personal data have created opportunities for business innovation, including companies for credit ranking, marketing strategies, public health surveillance, and even penalty and reward mechanisms. Innovative credit scoring (ICS), which uses non-traditional personal data to estimate the creditworthiness of potential borrowers, is one such business innovation. There are about 19 ICS operators in Indonesia that help traditional and non-traditional lenders to estimate the capacity and willingness of potential borrowers to repay loans. Using non-traditional data to generate a credit score facilitates financial inclusion, especially for previously unbanked households. Despite this substantial benefit, the business model also carries inherent risks to data privacy, artificial intelligence and machine learning, and market monopolies.

To address inherent risks in ICS, the Indonesian Financial Services Authority (OJK) as the regulator pursued a co-regulatory approach with the establishment of a regulatory sandbox. The Indonesian Fintech Association (AFTECH) also collaborates with OJK as the ICS umbrella organization. The self-regulatory function of AFTECH complements the supervision of fintech entities through the enforcement of a code of ethics among ICS operators. In addition, the Personal Data Protection Law (PDPL) aims to provide legal clarity for the personal data management of ICS companies.",,,
Makalah Kebijakan No. 57,May 2023,"Ekonomi Digital, Perlindungan Konsumen, Literasi Digital dan Keuangan",,cutt.ly/cips-mk57,Berkembangnya Sistem Innovative Credit Scoring di Indonesia: Menilai Risiko dan Tantangan Kebijakan,,,,,"Strategi-strategi untuk memonetisasi data pribadi telah menciptakan berbagai peluang inovasi bisnis, termasuk perusahaan pemeringkat kredit, strategi pemasaran, surveilans kesehatan masyarakat, dan mekanisme penalti dan penghargaan. Salah satu contohnya adalah innovative credit scoring (ICS) yang menggunakan data pribadi nontradisional untuk memperkirakan kelayakan kredit calon peminjam. Saat ini, terdapat 19 penyelenggara ICS di Indonesia yang membantu pemberi pinjaman, baik tradisional maupun nontradisional, dalam memperkirakan kapasitas dan kemauan calon peminjam untuk mengembalikan pinjaman. Penggunaan data nontradisional untuk menghasilkan skor kredit dapat memfasilitasi inklusi keuangan, khususnya bagi golongan masyarakat yang belum tersentuh layanan keuangan atau perbankan (unbanked). Kendati demikian, model bisnis ini juga membawa sederet risiko terkait privasi data, kecerdasan buatan (artificial intelligence) dan pembelajaran mesin (machine learning), serta monopoli pasar.

Untuk  mengatasi  risiko-risiko  yang  melekat  pada  ICS,  Otoritas  Jasa  Keuangan  (OJK)  sebagai  regulator  menggunakan  pendekatan  pengaturan  bersama  (koregulasi)  dengan  membentuk  regulatory sandbox. OJK juga berkolaborasi dengan Asosiasi Fintech Indonesia (AFTECH) sebagai payung  organisasi  ICS.  Fungsi  regulasi  mandiri  dari  AFTECH  melengkapi  upaya  pengawasan  atas  entitas-entitas  fintech  (teknologi  finansial)  melalui  penegakan  kode  etik  terhadap  para  penyelenggara  ICS.  Di  samping  itu,  Undang-Undang  Perlindungan  Data  Pribadi  (UU  PDP)  juga  hadir untuk memberikan kejelasan hukum terkait pengelolaan data pribadi oleh perusahaan ICS. 
",,,
Policy Paper No. 58,May 2023,"Agriculture, Food Security and Nutrition, Trade and Investment",,https://cutt.ly/cips-pp58,"Logistics Costs of Rice and Soybean: Issues, Challenges, and the Impact of Regulations",,English,"Adithya Prabowo, Muhamad Pudjianto",,,,,
Makalah Kebijakan No. 58 ,Mei 2023,"Pertanian, Ketahanan Pangan dan Nutrisi, Perdagangan dan Investasi",,https://cutt.ly/cips-mk58,"Biaya Logistik Beras dan Kedelai: Isu, Tantangan, dan Dampak Kebijakan",,Indonesian,"Adithya Prabowo, Muhamad Pudjianto",,,,,
Policy Paper No. 59,July 2023,"Agriculture, Food Security and Nutrition, Trade and Investment",,https://cutt.ly/cips-pp59,Future Food Demand in Poor Indonesian Districts,,English,"Ahmad Heri Firdaus, Ely Nurhayati","food demand, poor districts, domestic food production, rice, maize, wheat flour, soybeans, consumption trends, international trade, food security, food insecurity, malnutrition, poverty, ",,,,
